Altium Designer Pick and Place Locations
C:\Projecten\DieBieMS\GitHub\Hardware\Project Outputs for DB10005_DieBieMS\Pick Place\Pick Place for DB10005_BMS(Production).txt
R4         240              TopLayer    0402                64.8000      -14.0000     270      "Resistor, 240, 0.1%, 0.0625W, 50V, 100PPM, 0402"                                 
R5         240              TopLayer    0402                66.2000      -14.0000     270      "Resistor, 240, 0.1%, 0.0625W, 50V, 100PPM, 0402"                                 
R9         470              TopLayer    0402                71.7000      0.5000       90       "Resistor, 470, 1%, 0.0625W, 50V, 100PPM, 0402"                                   
R11        1mOhm            TopLayer    FCSL110             100.0001     9.0001       180      "1mohm, 5 W, ± 5%, 4320 Wide"                                                     
X1         8MHz             TopLayer    XTAL150SMD_125X196  70.4000      11.8000      45       "8MHZ, 18PF, 5 X 3.2MM"                                                           
D7         STPS41H100CG     TopLayer    D2-PAK              127.2000     -9.3000      270      "100 V, 40 A, TO-263, 3 Pins, 900 mV"                                             
C15        2.2uF            TopLayer    C0603               61.7000      -13.5000     180      "Capacitor, 2.2uF, 16V, X5R"                                                      
C16        2.2uF            TopLayer    C0603               64.0000      -21.5000     180      "Capacitor, 2.2uF, 16V, X5R"                                                      
C18        2.2uF            TopLayer    C0603               58.5000      -14.6000     270      "Capacitor, 2.2uF, 16V, X5R"                                                      
C23        10nF             TopLayer    C-0805              87.5000      -7.6000      270      "Capacitor, 10nF, 100V, X7R"                                                      
C24        10nF             TopLayer    C-0805              91.5000      -16.6000     180      "Capacitor, 10nF, 100V, X7R"                                                      
D5         1N4148W          TopLayer    SOD123              119.0000     -4.1000      360      "Diode, Vrrm: 100V, If: 0.15A, Vf: 1V"                                            
R3         100R             TopLayer    0805                75.2000      23.2000      180      "Resistor, 100R, 1%, 0.25W, 150V, 100PPM, 0805"                                   
R49        4.75k            TopLayer    0402                80.9071      1.6071       315      "Resistor, 4.75k, 0.1%, 0.0625W, 50V, 100PPM, 0402"                               
R13        4.75k            TopLayer    0402                80.2000      0.9000       315      "Resistor, 4.75k, 0.1%, 0.0625W, 50V, 100PPM, 0402"                               
R14        4.75k            TopLayer    0402                79.4929      0.1929       315      "Resistor, 4.75k, 0.1%, 0.0625W, 50V, 100PPM, 0402"                               
R26        100R             TopLayer    0603                91.5000      -7.7000      360      "Resistor, 100R, 1%, 0.063W, 50V, 200PPM, 0603"                                   
R27        100R             TopLayer    0805                91.5000      -14.8000     360      "Resistor, 100R, 1%, 0.25W, 150V, 100PPM, 0805"                                   
R28        100R             TopLayer    0805                92.7000      -11.3000     90       "Resistor, 100R, 1%, 0.25W, 150V, 100PPM, 0805"                                   
R29        470              TopLayer    0402                123.1000     -4.1000      360      "Resistor, 470, 1%, 0.0625W, 50V, 100PPM, 0402"                                   
R30        4.7M             TopLayer    0805                117.7000     5.0000       90       "Resistor, 4.7M, 1%, 0.25W, 150V, 100PPM, 0805"                                   
R31        4.7M             TopLayer    0805                104.5000     -11.9000     270      "Resistor, 4.7M, 1%, 0.25W, 150V, 100PPM, 0805"                                   
R32        100R             TopLayer    0603                91.5000      -18.2000     360      "Resistor, 100R, 1%, 0.063W, 50V, 200PPM, 0603"                                   
R34        4.7M             TopLayer    0805                110.5000     9.0000       90       "Resistor, 4.7M, 1%, 0.25W, 150V, 100PPM, 0805"                                   
R35        100R             TopLayer    0805                90.9000      -11.3000     90       "Resistor, 100R, 1%, 0.25W, 150V, 100PPM, 0805"                                   
U2         AI-1027-TWT-5V   TopLayer    AI-1027-TWT         90.0000      -24.7000     90       "EM 5VDC 2300Hz 82dBA Continuous Top Fire"                                        
D24        Green            TopLayer    D-0805              69.8000      -2.3000      270      "Led, Green, Li:12mcd, Vf:2.2V, If:0.02A"                                         
R67        470              TopLayer    0402                69.8000      0.5000       90       "Resistor, 470, 1%, 0.0625W, 50V, 100PPM, 0402"                                   
R68        10k              TopLayer    0402                72.2000      -7.6000      180      "Resistor, 10k, 0.1%, 0.0625W, 50V, 100PPM, 0402"                                 
D25        SMBJ70A-TR       TopLayer    SMB                 108.5000     20.0000      90       "Diode TVS, Vrwm: 70V, Vbr: 81.9V, Vc: 113V, Ippm: 27A"                           
Q11        BSS123           TopLayer    SOT-23              86.4000      -18.9000     270      "Mosfet, N-channel, Vds:100V, Id:0.15A, Vgs-th:2.8V, Rds-on:3.5ohm"               
C4         100nF            TopLayer    C0402               78.2000      13.0000      225      "Capacitor, 100nF, 25V, X7R"                                                      
J6         53261-0571       BottomLayer 53261-0571          74.0000      -26.0250     180      "PicoBlade 53261 Series, 5Pin, Right Angle"                                       
R69        0R               BottomLayer 0805                73.4000      -22.1000     180      "Resistor, 0R, 0.1%, 0.1W, 150V, 200PPM, 0805"                                    
R70        470              TopLayer    0402                77.1000      16.7000      90       "Resistor, 470, 1%, 0.0625W, 50V, 100PPM, 0402"                                   
R72        1.5k             TopLayer    0402                88.7000      -18.4000     270      "Resistor, 1.5k, 0.1%, 0.0625W, 50V, 100PPM, 0402"                                
L3         BLM18PG330SN1D   TopLayer    L0603               58.0000      -10.9000     180      "Ferrite Bead, Impedance:33ohm, DC Resistance Max:0.025ohm, DC Current Rating:3A" 
J16        53261-0571       BottomLayer 53261-0571          74.0000      -15.6250     180      "PicoBlade 53261 Series, 5Pin, Right Angle"                                       
Q12        BSS123           TopLayer    SOT-23              74.6000      -4.1000      180      "Mosfet, N-channel, Vds:100V, Id:0.15A, Vgs-th:2.8V, Rds-on:3.5ohm"               
Q13        BSS123           TopLayer    SOT-23              78.1000      -4.1000      180      "Mosfet, N-channel, Vds:100V, Id:0.15A, Vgs-th:2.8V, Rds-on:3.5ohm"               
R71        NTCS0805E4104JMT TopLayer    0805                89.0000      26.0000      180      "THERMISTOR, NTC, 100K, 5%"                                                       
